target_D,horizon,method,method_index,round,mean,ci_low,ci_high,aggregate_sha256
2,1000,transport_hessian,0,140,19.801767944597227,19.530151657617576,20.070311072024449,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,150,20.996879327960819,20.701495920354169,21.298821341107484,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,160,22.157335377517846,21.83288121696112,22.482637483823396,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,170,23.337722864077332,22.979122575935275,23.698190762753761,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,180,24.35908333231253,23.988075753057654,24.726134662356337,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,190,25.435777012645449,25.04039650943016,25.821296822220496,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,200,26.581524910353419,26.169069972858967,26.982161659249662,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,210,27.611033077118009,27.155714628788473,28.054337108382356,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,220,28.667667551090446,28.195113698888584,29.125363215094993,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,230,29.777936264111286,29.288866693598919,30.242974916153141,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,240,30.842537088092662,30.346455983363281,31.322939475804734,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,250,31.862940019257103,31.349105775897524,32.357977783509128,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,260,32.879449408932508,32.356854089077558,33.378957629761807,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,270,33.992257025687984,33.43798822213401,34.5300533805434,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,280,35.045982385841022,34.463758476480017,35.619096163641032,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,290,36.069193483786506,35.480308916242713,36.645759942298284,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,300,37.035330031957983,36.428000118948681,37.629253929739676,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,310,37.971680651281716,37.341259062992592,38.591552333926458,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,320,38.968619752789621,38.33618531322751,39.599424471738558,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,330,39.974064912343472,39.318275965495957,40.617629343856883,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,340,40.99235488167681,40.327527999011089,41.647429716164503,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,350,41.915637637953751,41.240215077755067,42.59459939220028,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,360,42.794719249042352,42.078499379462052,43.504981324251872,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,370,43.715805853644099,42.999099129335271,44.427966340336916,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,380,44.590815643243083,43.847952019452414,45.33093831612841,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,390,45.486044976090994,44.730256776432306,46.234298254011549,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,400,46.364705945875791,45.593786929147377,47.11292312859193,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,410,47.332748945123996,46.540976339500347,48.114399991912208,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,420,48.257792111541605,47.447288457533695,49.06175650420974,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,430,49.109483468157094,48.292242591066149,49.91679225682843,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,440,50.015087403826925,49.170414195052381,50.84262157435839,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,450,50.90669860649438,50.064872185057432,51.732276413295814,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,460,51.756353791468392,50.921744193880009,52.589121422426949,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,470,52.634342486131033,51.778736761831524,53.496914551919772,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,480,53.515167612004618,52.645179625540592,54.39612489870143,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,490,54.449875444912635,53.545958771192481,55.369438605610299,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,500,55.323690294686067,54.409902009410004,56.243828095028803,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,510,56.169975996380487,55.250784948868329,57.09155503333136,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,520,57.126131407280027,56.189804852473976,58.067234427056,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,530,57.970129888722269,57.006700412685611,58.939030653540598,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,540,58.843737949457335,57.85846668272881,59.828905998391917,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,550,59.675403992562316,58.685806542040176,60.663053425712008,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,560,60.467978538205841,59.483696812531541,61.453746895751657,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,570,61.262439790853215,60.292609041981073,62.247013255653719,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,580,62.114846863298638,61.165411673095598,63.090878485430665,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,590,62.907025817822394,61.945508948034679,63.887242243419173,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,600,63.691927880928631,62.716035279988603,64.682762132707524,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,610,64.525612804828867,63.523062190016311,65.542277933742895,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,620,65.306141227658472,64.295604771281504,66.333975200752718,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,630,66.155461378847804,65.155301614080699,67.165699783186966,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,640,67.010024496534811,65.992218271533588,68.034723501358911,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,650,67.782327059204547,66.749245171424164,68.827735396396989,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,660,68.581128050812495,67.540532280974773,69.634847059516133,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,670,69.360206061062115,68.335201955693222,70.402689784825981,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,680,70.264339180522057,69.241268050860228,71.320099492479684,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,690,71.017521008818846,70.007036851427543,72.05892589814782,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,700,71.762191047269283,70.727789020156109,72.831419592902932,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,710,72.52766847088958,71.461059900634993,73.623292968424352,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,720,73.242545715476169,72.165353062875113,74.348260377326909,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,730,74.063060572736546,72.976171039329571,75.190355709789003,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,740,74.912398250757292,73.790271822483035,76.076954800425597,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,750,75.635983722096029,74.494552756989194,76.822853006685037,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,760,76.331158335056656,75.213857780465673,77.504518334793033,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,770,77.090851173716359,75.943020928245531,78.294126312556557,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,780,77.848358068183984,76.680968056912732,79.057527498824214,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,790,78.704122533398873,77.506303577876636,79.929885442501671,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,800,79.423708545608903,78.220207471930109,80.668632875114866,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,810,80.174989071066278,78.953346685623572,81.441350781579757,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,820,80.982705934011321,79.722571006117917,82.279410687256117,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,830,81.745351012803809,80.460668570078809,83.084545398107664,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,840,82.538316708276184,81.264693009016568,83.875387293069849,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,850,83.253289753566676,81.966722254521059,84.581204526100194,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,860,83.884551549229784,82.576167712653159,85.237049981607328,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,870,84.673027561572383,83.354804174506995,86.038607052597243,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,880,85.447276019856815,84.116372915267405,86.822543212356052,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,890,86.190850848200512,84.852529836948662,87.563630401294915,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,900,86.928665036903894,85.573621918987783,88.325010722742377,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,910,87.643642221294016,86.279552409277031,89.042353939218216,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,920,88.389549322610804,87.005295279714872,89.818613016701789,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,930,89.090659661892076,87.688446952958117,90.528192817831425,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,940,89.8238908799256,88.384821852038684,91.290027637060533,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,950,90.549835560594587,89.111285834347001,92.021862650255926,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,960,91.221078947970668,89.782723420248672,92.708358709835636,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,970,91.910799114229576,90.469631341558753,93.41140547205724,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,980,92.559956459934043,91.119751135198499,94.052030194560174,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,990,93.296474079034198,91.838016749875877,94.814786821523768,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_hessian,0,1000,93.988890755342766,92.541155683099717,95.500177898209429,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,1,0.20563860590878671,0.17032620160315537,0.24177502205275281,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,10,1.7932700219070181,1.7174819385561937,1.8706681527182021,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,20,3.5713729496359008,3.4698485906406016,3.6748557722474051,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,30,5.358520939057863,5.2534074215932769,5.4610994917591018,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,40,6.8768181524179672,6.7298482537158373,7.0162122939921359,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,50,8.3135490040728204,8.1703518107426163,8.446403022072257,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,60,9.6221771687610698,9.4667945542939957,9.768313105307092,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,70,10.923679984732907,10.753336163442045,11.095181118280863,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,80,12.172094920618642,12.003545961812478,12.343578996732266,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,90,13.378565139218651,13.193939597115453,13.567592658674386,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,100,14.5962346700863,14.394982379076854,14.793488253726416,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,110,15.758833282020086,15.53338529923527,15.98123682390467,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,120,16.85520536164336,16.635658242068374,17.072530054021637,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,130,17.94307546877771,17.691315408678019,18.195827537703021,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,140,18.974105048901595,18.706229738357749,19.234451276223876,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,150,20.095377313503366,19.826095576571287,20.366258972378155,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,160,21.158590715938303,20.862058799915143,21.455224419551733,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,170,22.179558025973812,21.863599038527592,22.49556021205937,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,180,23.312121144342772,22.984685386160542,23.64629785987232,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,190,24.343685373088675,23.999651511236589,24.695049191151824,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,200,25.35018211798938,24.984361377773254,25.718134923154111,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,210,26.276880501400989,25.87674800468859,26.680213360694793,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,220,27.299851897343245,26.881407084334704,27.716974951579378,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,230,28.283043576474032,27.849389105812705,28.709126543343913,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,240,29.157539799816629,28.688924711372287,29.623730904154673,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,250,30.16213415673321,29.664713829071626,30.660569527809631,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,260,31.006180293275925,30.475472900421,31.526868097685085,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,270,31.970192034300762,31.405124944011156,32.535198159638917,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,280,32.915378685750731,32.334030711135235,33.485113562290877,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,290,33.785430018385355,33.187416590494429,34.365707450542232,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,300,34.596684097648705,33.983839184828319,35.194038314396245,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,310,35.476151519769978,34.826366518030291,36.085637911229753,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,320,36.377782122853276,35.68854373973624,37.016666790288532,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,330,37.246936784064516,36.562699961737671,37.896637875921769,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,340,38.159565053721984,37.477281124092876,38.816326448628679,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,350,38.975033574417601,38.277201373681187,39.643221499591718,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,360,39.719577003856593,39.009887300439679,40.403326312423616,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,370,40.503413601153333,39.77650652306199,41.201743971644625,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,380,41.305499921123904,40.563594890137914,42.028115609887486,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,390,42.08526855527235,41.323420836353662,42.831608842831031,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,400,42.809155289076955,42.051217453616935,43.547536909271109,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,410,43.594593678468925,42.803745283890954,44.370180489336512,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,420,44.376049840371437,43.549405760744648,45.181654045792911,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,430,45.1519937385956,44.309856921965974,45.980094507081816,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,440,45.863425084648242,45.01149103696423,46.695456262320967,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,450,46.684994058748359,45.797822451182121,47.543415688853429,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,460,47.459267089697477,46.523915529381703,48.357390116013349,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,470,48.205285837166706,47.241284229957451,49.125848964452572,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,480,48.897663874309771,47.93220922117051,49.817561099429845,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,490,49.654560379649354,48.688356461827063,50.572525265360468,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,500,50.394678948682923,49.413610946346672,51.318141574547269,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,510,51.087046630712663,50.106962168700569,52.027486909394632,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,520,51.842587645101133,50.847225604366344,52.800515212412975,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,530,52.582081964192021,51.545031286422336,53.568977585826197,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,540,53.324246476241996,52.271402476017023,54.349639905082853,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,550,53.951396953929176,52.899794802739265,54.972130406136003,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,560,54.643122860604223,53.582696097488366,55.673593060780171,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,570,55.359261999528016,54.293212159088192,56.397005917441341,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,580,56.037612519138428,54.926948873604573,57.101375263510533,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,590,56.721635749179171,55.599316075891437,57.78962334658921,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,600,57.397019806378921,56.261080138773394,58.493802560173727,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,610,58.06150592513746,56.920412413044581,59.170346390284593,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,620,58.744946626397088,57.590052174190909,59.866304736446828,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,630,59.3849414578576,58.225132647851808,60.500823058848212,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,640,60.084021836236289,58.925958875159395,61.199770690653644,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,650,60.741293834337426,59.560331391033294,61.878237423001302,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,660,61.306368358956114,60.113228759718467,62.455761949854562,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,670,62.013986968511205,60.790359479252096,63.197540165104293,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,680,62.706776457563521,61.483289758591276,63.897908592589992,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,690,63.433766075908167,62.197022279241125,64.646450361478344,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,700,64.074278988112567,62.821942628348857,65.295405372029705,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,710,64.737752293860396,63.459880822860434,65.978746667598699,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,720,65.376518327110205,64.085378023317716,66.638385082763122,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,730,66.039631342366889,64.733967360785243,67.300246642892091,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,740,66.706655257629961,65.385424672664556,67.990014853441068,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,750,67.277334874140081,65.937068827546767,68.576008762948774,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,760,67.874213003948782,66.525054946017462,69.191663797616542,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
2,1000,transport_endpoint,1,770,68.583173131822235,67.191228096534374,69.936201942727166,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
